StudentID,Gender,Grade,Internet Access,Maths,Science,English,History,Computer,Attendance(%),Recommendation
S43658,Male,11,No,71,66,59,57,70,100,Needs Improvement
S43659,Female,9,Yes,100,97,99,100,95,86,Eligible for Advanced Courses
S43660,Male,10,Yes,92,86,76,84,78,90,Eligible for Advanced Courses
S43661,Female,10,Yes,63,44,70,64,55,88,Needs Improvement
S43662,Male,12,No,76,83,72,67,98,92,Eligible for Advanced Courses
S43663,Female,10,Yes,75,81,86,74,59,72,Needs Improvement
S43664,Male,10,Yes,100,100,95,100,100,94,Eligible for Advanced Courses
S43665,Male,9,No,86,85,86,82,93,82,Needs Improvement
S43666,Male,10,Yes,89,95,97,86,95,85,Eligible for Advanced Courses
S43667,Female,11,Yes,100,94,86,91,100,87,Eligible for Advanced Courses
S43668,Male,9,Yes,65,74,74,64,60,83,Needs Improvement
S43669,Male,9,Yes,67,71,63,74,87,82,Needs Improvement
S43670,Female,10,Yes,86,90,81,77,100,76,Needs Improvement
S43671,Female,11,Yes,100,99,88,92,100,93,Eligible for Advanced Courses
S43672,Male,10,Yes,78,60,68,73,62,80,Needs Improvement
S43673,Female,10,Yes,73,70,65,67,88,69,Needs Improvement
S43674,Male,9,No,53,58,68,47,61,88,Needs Improvement
S43675,Male,10,Yes,74,77,57,65,71,100,Needs Improvement
S43676,Female,9,Yes,81,67,70,65,94,72,Needs Improvement
S43677,Female,10,Yes,78,73,67,88,65,53,Needs Improvement
S43678,Male,12,Yes,73,76,79,77,72,86,Eligible for Advanced Courses
S43679,Male,9,Yes,64,67,53,53,64,74,Needs Improvement
S43680,Female,11,No,71,84,56,82,72,93,Needs Improvement
S43681,Male,12,Yes,61,67,56,61,71,87,Needs Improvement
S43682,Female,9,Yes,68,61,68,76,70,70,Needs Improvement
S43683,Female,10,Yes,80,93,76,91,100,75,Needs Improvement
S43684,Male,9,No,58,62,48,64,80,68,Needs Improvement
S43685,Female,9,Yes,81,77,78,77,80,77,Needs Improvement
S43686,Female,9,Yes,66,63,57,60,54,59,Needs Improvement
S43687,Male,12,No,92,92,94,88,100,83,Needs Improvement
S43688,Male,9,Yes,46,55,50,30,47,91,High Risk of Failure
S43689,Female,12,Yes,55,42,50,43,51,72,High Risk of Failure
S43690,Male,10,Yes,69,67,68,72,79,86,Needs Improvement
S43691,Female,12,Yes,68,75,68,85,62,81,Needs Improvement
S43692,Male,11,Yes,68,62,83,73,75,90,Needs Improvement
S43693,Male,12,Yes,86,90,93,81,93,87,Eligible for Advanced Courses
S43694,Female,11,Yes,91,90,76,91,92,92,Eligible for Advanced Courses
S43695,Male,12,Yes,72,70,70,73,56,77,Needs Improvement
S43696,Female,10,Yes,52,51,44,55,59,88,Needs Improvement
S43697,Male,12,Yes,58,66,55,58,63,85,Needs Improvement
S43698,Female,9,Yes,67,57,68,60,77,69,Needs Improvement
S43699,Female,10,Yes,84,72,63,66,80,78,Needs Improvement
S43700,Male,9,Yes,100,100,100,86,100,99,Eligible for Advanced Courses
S43701,Female,12,Yes,52,58,61,52,69,84,Needs Improvement
S43702,Female,10,Yes,61,77,52,64,75,80,Needs Improvement
S43703,Male,11,Yes,48,40,30,32,36,88,High Risk of Failure
S43704,Female,11,Yes,65,69,62,52,79,80,Needs Improvement
S43705,Female,11,Yes,69,61,70,50,79,67,Needs Improvement
S43706,Male,12,Yes,82,72,64,69,88,91,Eligible for Advanced Courses
S43707,Female,12,Yes,78,78,64,71,74,89,Needs Improvement
S43708,Female,11,Yes,69,71,68,64,81,81,Needs Improvement
S43709,Female,12,Yes,68,75,71,72,82,64,Needs Improvement
S43710,Female,12,Yes,71,63,58,64,83,59,Needs Improvement
S43711,Male,10,Yes,50,51,42,47,80,74,Needs Improvement
S43712,Female,9,No,73,67,56,60,73,76,Needs Improvement
S43713,Male,10,Yes,72,69,70,86,80,71,Needs Improvement
S43714,Male,12,Yes,86,84,87,77,100,95,Eligible for Advanced Courses
S43715,Male,9,Yes,92,91,97,92,88,64,Needs Improvement
S43716,Male,11,Yes,51,39,38,30,43,91,High Risk of Failure
S43717,Female,12,Yes,76,71,73,76,79,66,Needs Improvement
S43718,Male,9,Yes,72,56,45,54,74,77,Needs Improvement
S43719,Male,12,Yes,83,90,83,100,77,91,Eligible for Advanced Courses
S43720,Female,11,No,46,48,47,55,55,87,Needs Improvement
S43721,Male,11,No,43,50,35,39,42,75,High Risk of Failure
S43722,Male,12,No,78,77,80,68,91,97,Eligible for Advanced Courses
S43723,Female,12,Yes,74,63,47,63,82,81,Needs Improvement
S43724,Female,12,Yes,70,81,70,76,75,84,Needs Improvement
S43725,Female,9,No,95,98,81,94,100,100,Eligible for Advanced Courses
S43726,Male,9,Yes,66,68,50,63,77,93,Needs Improvement
S43727,Male,11,Yes,71,64,64,60,74,100,Needs Improvement
S43728,Male,10,Yes,43,43,44,40,51,79,High Risk of Failure
S43729,Female,12,Yes,96,100,98,100,99,75,Needs Improvement
S43730,Female,10,Yes,72,78,75,61,82,64,Needs Improvement
S43731,Male,9,Yes,61,60,57,44,77,74,Needs Improvement
S43732,Female,11,Yes,85,83,82,84,80,75,Needs Improvement
S43733,Male,10,Yes,71,69,62,59,74,75,Needs Improvement
S43734,Female,11,Yes,80,75,75,77,87,86,Eligible for Advanced Courses
S43735,Male,12,Yes,94,97,100,89,100,90,Eligible for Advanced Courses
S43736,Female,11,Yes,64,69,57,64,80,92,Needs Improvement
S43737,Female,10,Yes,88,83,72,69,100,77,Needs Improvement
S43738,Female,10,No,70,63,69,59,49,80,Needs Improvement
S43739,Male,12,Yes,63,59,51,58,97,83,Needs Improvement
S43740,Male,10,Yes,84,91,82,81,100,75,Needs Improvement
S43741,Male,10,Yes,95,90,79,79,96,94,Eligible for Advanced Courses
S43742,Female,9,Yes,65,60,59,44,73,91,Needs Improvement
S43743,Female,9,Yes,41,52,42,45,54,83,High Risk of Failure
S43744,Female,11,Yes,100,96,93,95,97,90,Eligible for Advanced Courses
S43745,Female,9,Yes,95,93,79,84,92,89,Eligible for Advanced Courses
S43746,Male,11,Yes,82,84,72,60,80,82,Needs Improvement
S43747,Female,10,Yes,78,82,75,74,77,88,Eligible for Advanced Courses
S43748,Male,10,Yes,61,66,62,45,72,70,Needs Improvement
S43749,Female,9,Yes,55,50,54,48,69,71,Needs Improvement
S43750,Male,10,No,77,82,70,63,86,99,Eligible for Advanced Courses
S43751,Female,12,Yes,70,69,65,71,75,73,Needs Improvement
S43752,Male,12,Yes,89,93,88,95,100,97,Eligible for Advanced Courses
S43753,Male,10,Yes,55,74,51,49,68,80,Needs Improvement
S43754,Male,10,Yes,80,77,72,64,67,89,Needs Improvement
S43755,Male,10,Yes,49,44,30,35,34,71,High Risk of Failure
S43756,Male,12,Yes,82,87,77,86,100,94,Eligible for Advanced Courses
S43757,Female,9,Yes,61,62,53,52,68,80,Needs Improvement
S43758,Female,11,Yes,53,60,40,61,64,56,Needs Improvement
S43759,Male,10,Yes,73,73,64,83,79,80,Needs Improvement
S43760,Female,9,Yes,72,66,70,64,86,100,Needs Improvement
S43761,Female,11,Yes,63,69,80,79,91,94,Eligible for Advanced Courses
S43762,Female,12,Yes,62,67,46,44,81,93,Needs Improvement
S43763,Male,10,Yes,60,48,52,64,69,76,Needs Improvement
S43764,Female,9,No,57,64,65,53,82,81,Needs Improvement
S43765,Female,9,Yes,86,90,91,83,93,82,Needs Improvement
S43766,Female,10,Yes,76,70,54,76,62,76,Needs Improvement
S43767,Female,10,No,70,64,63,59,82,81,Needs Improvement
S43768,Male,10,Yes,87,91,100,81,91,89,Eligible for Advanced Courses
S43769,Male,11,Yes,90,87,79,66,92,96,Eligible for Advanced Courses
S43770,Male,11,Yes,73,71,65,66,69,82,Needs Improvement
S43771,Female,9,No,73,79,69,53,89,75,Needs Improvement
S43772,Female,12,Yes,72,70,71,71,89,82,Needs Improvement
S43773,Male,9,Yes,88,84,68,85,80,100,Eligible for Advanced Courses
S43774,Male,10,Yes,87,81,78,67,75,90,Eligible for Advanced Courses
S43775,Male,12,Yes,44,44,59,52,57,56,Needs Improvement
S43776,Male,11,No,76,67,71,59,78,81,Needs Improvement
S43777,Male,10,Yes,72,88,71,76,89,78,Needs Improvement
S43778,Female,10,Yes,55,69,69,66,77,75,Needs Improvement
S43779,Female,11,Yes,58,58,46,47,59,83,Needs Improvement
S43780,Male,9,No,85,77,84,76,95,78,Needs Improvement
S43781,Female,9,Yes,35,43,30,31,35,81,High Risk of Failure
S43782,Female,12,Yes,51,53,45,44,61,76,Needs Improvement
S43783,Female,11,Yes,82,71,74,73,69,86,Needs Improvement
S43784,Female,12,Yes,81,75,73,72,80,88,Eligible for Advanced Courses
S43785,Male,11,Yes,97,94,90,100,98,92,Eligible for Advanced Courses
S43786,Male,11,Yes,76,79,80,76,88,85,Eligible for Advanced Courses
S43787,Female,10,Yes,65,51,49,58,57,71,Needs Improvement
S43788,Male,9,Yes,83,85,71,93,74,78,Needs Improvement
S43789,Female,11,No,54,48,42,45,46,86,High Risk of Failure
S43790,Male,10,Yes,50,42,41,46,30,82,High Risk of Failure
S43791,Male,10,Yes,63,68,64,55,70,80,Needs Improvement
S43792,Male,10,Yes,74,64,53,79,62,84,Needs Improvement
S43793,Female,11,Yes,74,81,62,58,85,100,Needs Improvement
S43794,Female,11,Yes,50,48,49,43,63,93,Needs Improvement
S43795,Female,10,Yes,68,78,59,71,82,89,Needs Improvement
S43796,Male,9,Yes,71,76,70,78,79,63,Needs Improvement
S43797,Female,10,No,97,92,91,86,94,79,Needs Improvement
S43798,Male,11,Yes,64,80,74,69,88,91,Eligible for Advanced Courses
S43799,Male,10,Yes,41,36,30,30,52,87,High Risk of Failure
S43800,Female,9,Yes,72,69,70,63,83,94,Needs Improvement
S43801,Male,10,Yes,97,98,94,86,100,80,Needs Improvement
S43802,Female,11,Yes,64,64,77,60,77,76,Needs Improvement
S43803,Female,11,Yes,68,81,72,62,64,75,Needs Improvement
S43804,Male,12,Yes,61,59,54,56,39,88,Needs Improvement
S43805,Male,9,Yes,74,81,70,67,85,81,Needs Improvement
S43806,Female,10,No,50,44,52,53,61,76,Needs Improvement
S43807,Male,10,Yes,57,66,63,69,73,91,Needs Improvement
S43808,Female,12,No,84,90,84,76,78,74,Needs Improvement
S43809,Male,9,Yes,65,58,55,60,67,62,Needs Improvement
S43810,Male,12,Yes,75,58,64,66,79,87,Needs Improvement
S43811,Male,10,No,71,64,68,71,75,80,Needs Improvement
S43812,Female,12,Yes,64,72,62,69,84,91,Needs Improvement
S43813,Female,9,No,64,63,63,57,71,86,Needs Improvement
S43814,Male,9,No,57,74,70,72,70,99,Needs Improvement
S43815,Female,9,Yes,73,68,75,64,78,85,Needs Improvement
S43816,Male,12,Yes,69,76,69,58,79,82,Needs Improvement
S43817,Male,11,Yes,75,68,85,79,93,87,Eligible for Advanced Courses
S43818,Female,9,No,56,60,63,58,65,86,Needs Improvement
S43819,Male,10,Yes,73,82,57,71,95,86,Eligible for Advanced Courses
S43820,Male,9,Yes,63,65,54,61,70,95,Needs Improvement
S43821,Male,10,Yes,79,81,82,83,82,100,Eligible for Advanced Courses
S43822,Male,12,Yes,36,42,33,35,52,86,High Risk of Failure
S43823,Female,12,Yes,87,93,100,76,98,80,Needs Improvement
S43824,Female,12,No,85,94,86,86,93,90,Eligible for Advanced Courses
S43825,Female,9,No,63,64,59,58,75,73,Needs Improvement
S43826,Male,9,No,73,78,66,76,87,61,Needs Improvement
S43827,Female,11,Yes,74,68,69,68,84,79,Needs Improvement
S43828,Female,11,Yes,59,60,68,90,68,100,Needs Improvement
S43829,Female,12,Yes,70,76,65,80,95,70,Needs Improvement
S43830,Male,10,Yes,84,88,78,72,89,82,Needs Improvement
S43831,Female,11,Yes,98,88,73,77,87,70,Needs Improvement
S43832,Male,10,Yes,53,65,57,71,48,86,Needs Improvement
S43833,Female,11,Yes,70,67,63,61,70,86,Needs Improvement
S43834,Male,11,No,36,38,32,31,48,73,High Risk of Failure
S43835,Male,11,Yes,74,76,64,65,58,88,Needs Improvement
S43836,Female,11,Yes,91,96,79,100,100,80,Needs Improvement
S43837,Female,10,Yes,37,41,30,30,44,68,High Risk of Failure
S43838,Female,9,Yes,68,73,62,63,60,79,Needs Improvement
S43839,Female,9,Yes,89,91,91,83,100,87,Eligible for Advanced Courses
S43840,Female,9,No,73,85,79,84,72,90,Eligible for Advanced Courses
S43841,Male,9,Yes,93,96,87,96,100,77,Needs Improvement
S43842,Male,10,Yes,61,66,56,62,59,99,Needs Improvement
S43843,Male,10,Yes,50,45,34,46,54,75,High Risk of Failure
S43844,Female,11,Yes,97,77,77,73,79,77,Needs Improvement
S43845,Female,9,Yes,82,98,82,86,97,92,Eligible for Advanced Courses
S43846,Male,11,Yes,83,73,67,40,74,85,Needs Improvement
S43847,Female,12,Yes,83,90,79,91,82,76,Needs Improvement
S43848,Female,9,Yes,83,88,77,76,90,77,Needs Improvement
S43849,Male,12,Yes,69,70,69,39,78,76,Needs Improvement
S43850,Male,11,Yes,54,56,45,46,62,87,Needs Improvement
S43851,Female,9,Yes,47,58,56,58,44,88,Needs Improvement
S43852,Female,12,Yes,46,51,52,54,52,84,Needs Improvement
S43853,Female,12,No,83,89,88,81,82,86,Eligible for Advanced Courses
S43854,Male,9,Yes,84,84,67,83,100,86,Eligible for Advanced Courses
S43855,Male,12,Yes,83,93,88,74,96,90,Eligible for Advanced Courses
S43856,Male,9,Yes,90,100,89,94,95,70,Needs Improvement
S43857,Female,9,No,100,98,89,96,100,97,Eligible for Advanced Courses
S43858,Female,12,Yes,90,82,84,84,87,83,Needs Improvement
S43859,Male,12,No,80,89,68,83,100,85,Eligible for Advanced Courses
S43860,Female,12,Yes,80,81,81,89,100,91,Eligible for Advanced Courses
S43861,Female,9,Yes,86,78,86,65,79,88,Eligible for Advanced Courses
S43862,Female,12,No,95,94,100,100,100,84,Needs Improvement
S43863,Male,9,Yes,49,56,57,54,44,79,Needs Improvement
S43864,Male,9,No,64,59,64,67,58,90,Needs Improvement
S43865,Male,11,Yes,32,45,30,30,46,81,High Risk of Failure
S43866,Female,11,Yes,74,54,55,58,65,78,Needs Improvement
S43867,Male,9,No,63,60,66,63,74,100,Needs Improvement
S43868,Female,10,Yes,69,66,69,66,63,89,Needs Improvement
S43869,Female,10,Yes,74,68,68,66,65,68,Needs Improvement
S43870,Female,11,No,45,50,47,34,62,76,High Risk of Failure
S43871,Female,11,Yes,82,79,67,91,92,82,Needs Improvement
S43872,Female,10,No,79,78,75,84,73,83,Needs Improvement
S43873,Female,10,Yes,83,75,93,87,82,77,Needs Improvement
S43874,Male,9,Yes,100,100,92,94,100,88,Eligible for Advanced Courses
S43875,Female,12,No,85,85,83,83,100,85,Eligible for Advanced Courses
S43876,Female,11,No,76,68,61,75,67,77,Needs Improvement
S43877,Male,11,Yes,59,58,61,55,71,97,Needs Improvement
S43878,Female,10,Yes,63,53,43,44,78,96,Needs Improvement
S43879,Female,10,Yes,59,58,39,62,60,58,Needs Improvement
S43880,Male,12,Yes,33,45,36,39,46,84,High Risk of Failure
S43881,Female,11,No,82,94,99,70,86,89,Eligible for Advanced Courses
S43882,Female,10,Yes,31,30,39,30,30,74,High Risk of Failure
S43883,Male,9,No,82,74,82,86,80,78,Needs Improvement
S43884,Female,10,No,47,47,49,38,64,88,High Risk of Failure
S43885,Male,11,Yes,69,83,75,74,75,100,Eligible for Advanced Courses
S43886,Male,10,Yes,52,53,50,62,51,84,Needs Improvement
S43887,Male,9,Yes,75,71,53,65,79,85,Needs Improvement
S43888,Male,12,Yes,67,68,73,53,73,87,Needs Improvement
S43889,Male,10,Yes,85,71,73,74,78,92,Eligible for Advanced Courses
S43890,Female,10,Yes,80,81,70,70,83,100,Eligible for Advanced Courses
S43891,Male,10,Yes,90,88,52,68,95,90,Eligible for Advanced Courses
S43892,Female,11,No,77,69,58,73,86,83,Needs Improvement
S43893,Female,10,Yes,68,70,67,52,88,85,Needs Improvement
S43894,Female,10,Yes,60,67,63,66,77,86,Needs Improvement
S43895,Male,12,Yes,43,46,30,30,44,86,High Risk of Failure
S43896,Male,12,Yes,78,84,81,83,94,87,Eligible for Advanced Courses
S43897,Male,12,Yes,96,74,76,90,84,87,Eligible for Advanced Courses
S43898,Female,12,Yes,52,63,48,92,96,94,Needs Improvement
S43899,Female,10,Yes,79,88,100,83,90,97,Eligible for Advanced Courses
S43900,Male,9,Yes,59,47,47,51,59,77,Needs Improvement
S43901,Male,9,Yes,81,87,91,90,100,100,Eligible for Advanced Courses
S43902,Male,11,Yes,82,74,68,76,81,76,Needs Improvement
S43903,Male,12,No,77,82,75,82,99,83,Needs Improvement
S43904,Male,11,Yes,76,88,79,69,76,77,Needs Improvement
S43905,Female,10,Yes,76,77,69,64,82,86,Needs Improvement
S43906,Female,10,Yes,86,87,78,74,92,84,Needs Improvement
S43907,Female,9,Yes,93,100,83,87,80,96,Eligible for Advanced Courses
S43908,Female,11,Yes,100,91,95,82,100,80,Needs Improvement
S43909,Female,9,Yes,75,72,92,79,100,90,Eligible for Advanced Courses
S43910,Female,9,Yes,80,72,64,71,76,82,Needs Improvement
S43911,Female,9,Yes,45,47,33,47,49,60,High Risk of Failure
S43912,Male,11,Yes,67,63,55,64,81,71,Needs Improvement
S43913,Female,12,Yes,86,100,66,87,89,96,Eligible for Advanced Courses
S43914,Female,12,Yes,72,74,89,68,79,78,Needs Improvement
S43915,Male,12,Yes,98,97,100,89,75,96,Eligible for Advanced Courses
S43916,Male,10,Yes,85,70,86,62,78,80,Needs Improvement
S43917,Female,11,Yes,64,65,66,42,84,86,Needs Improvement
S43918,Male,9,Yes,77,64,78,64,73,83,Needs Improvement
S43919,Male,9,Yes,56,60,55,39,87,85,Needs Improvement
S43920,Male,10,Yes,75,76,88,68,70,93,Eligible for Advanced Courses
S43921,Male,10,Yes,53,53,57,43,52,74,Needs Improvement
S43922,Male,12,Yes,96,95,83,78,100,85,Eligible for Advanced Courses
S43923,Female,9,Yes,92,98,91,95,97,76,Needs Improvement
S43924,Male,9,Yes,64,61,38,45,64,73,Needs Improvement
S43925,Female,12,No,46,45,42,37,55,78,High Risk of Failure
S43926,Male,10,Yes,91,84,74,75,86,95,Eligible for Advanced Courses
S43927,Male,12,Yes,68,76,56,51,73,67,Needs Improvement
S43928,Female,11,No,100,100,100,99,100,88,Eligible for Advanced Courses
S43929,Male,10,Yes,77,67,63,73,82,97,Needs Improvement
S43930,Male,11,Yes,82,67,62,80,82,79,Needs Improvement
S43931,Female,12,Yes,81,87,72,90,72,90,Eligible for Advanced Courses
S43932,Female,10,Yes,93,96,94,100,100,91,Eligible for Advanced Courses
S43933,Female,12,Yes,63,65,58,63,86,85,Needs Improvement
S43934,Female,12,Yes,68,67,63,57,67,89,Needs Improvement
S43935,Female,10,Yes,100,100,79,100,100,100,Eligible for Advanced Courses
S43936,Male,12,Yes,84,80,87,85,92,78,Needs Improvement
S43937,Female,11,No,73,76,77,66,79,77,Needs Improvement
S43938,Male,11,Yes,78,76,80,76,78,88,Eligible for Advanced Courses
S43939,Male,9,No,65,62,59,63,100,87,Needs Improvement
S43940,Female,12,Yes,100,91,93,100,97,83,Needs Improvement
S43941,Female,10,Yes,57,58,48,42,61,74,Needs Improvement
S43942,Female,11,No,73,72,75,78,90,90,Eligible for Advanced Courses
S43943,Female,11,Yes,82,80,68,85,100,99,Eligible for Advanced Courses
S43944,Male,9,Yes,83,79,71,72,86,85,Eligible for Advanced Courses
S43945,Female,12,Yes,84,77,62,79,71,95,Needs Improvement
S43946,Male,10,No,96,92,82,90,98,98,Eligible for Advanced Courses
S43947,Male,11,Yes,78,81,84,66,90,95,Eligible for Advanced Courses
S43948,Female,10,Yes,77,91,84,84,94,86,Eligible for Advanced Courses
S43949,Male,12,Yes,61,66,61,54,72,79,Needs Improvement
S43950,Female,10,Yes,39,49,38,33,48,87,High Risk of Failure
S43951,Male,12,No,94,85,82,79,71,91,Eligible for Advanced Courses
S43952,Male,9,Yes,79,78,62,80,78,82,Needs Improvement
S43953,Male,12,Yes,67,79,89,68,60,89,Needs Improvement
S43954,Female,11,Yes,55,75,70,60,56,85,Needs Improvement
S43955,Female,10,Yes,73,70,63,75,84,81,Needs Improvement
S43956,Female,11,Yes,72,62,61,73,71,84,Needs Improvement
S43957,Male,12,Yes,82,83,81,75,94,97,Eligible for Advanced Courses
S43958,Female,9,Yes,67,72,56,69,74,93,Needs Improvement
S43959,Female,10,Yes,87,92,81,83,97,100,Eligible for Advanced Courses
S43960,Male,10,Yes,67,73,64,83,63,89,Needs Improvement
S43961,Female,12,No,94,90,100,94,100,98,Eligible for Advanced Courses
S43962,Female,9,No,66,79,80,67,72,77,Needs Improvement
S43963,Male,10,Yes,77,82,100,65,99,94,Eligible for Advanced Courses
S43964,Male,12,Yes,78,78,74,84,74,81,Needs Improvement
S43965,Female,12,Yes,57,65,61,68,100,75,Needs Improvement
S43966,Female,10,Yes,74,74,72,74,83,75,Needs Improvement
S43967,Male,10,Yes,72,79,68,73,76,72,Needs Improvement
S43968,Female,10,Yes,72,71,63,71,66,85,Needs Improvement
S43969,Male,12,No,100,88,74,91,100,96,Eligible for Advanced Courses
S43970,Male,11,Yes,57,46,45,33,48,76,High Risk of Failure
S43971,Male,9,No,71,63,60,74,66,80,Needs Improvement
S43972,Female,10,Yes,87,100,88,91,99,100,Eligible for Advanced Courses
S43973,Male,12,Yes,85,84,81,78,100,81,Needs Improvement
S43974,Male,11,Yes,85,86,78,82,76,74,Needs Improvement
S43975,Male,9,Yes,73,70,66,59,73,77,Needs Improvement
S43976,Female,11,Yes,63,58,63,41,58,81,Needs Improvement
S43977,Female,9,Yes,80,77,66,72,85,88,Eligible for Advanced Courses
S43978,Female,10,Yes,62,70,62,61,66,94,Needs Improvement
S43979,Female,11,Yes,68,64,59,60,57,89,Needs Improvement
S43980,Male,10,No,94,91,79,85,83,87,Eligible for Advanced Courses
S43981,Female,10,Yes,74,77,72,66,86,82,Needs Improvement
S43982,Male,11,Yes,59,48,49,50,51,82,Needs Improvement
S43983,Female,12,Yes,57,59,57,66,82,88,Needs Improvement
S43984,Male,12,No,58,69,49,54,59,85,Needs Improvement
S43985,Male,10,Yes,50,59,56,62,60,83,Needs Improvement
S43986,Female,12,Yes,51,40,46,39,30,69,High Risk of Failure
S43987,Male,11,Yes,73,72,88,74,84,96,Eligible for Advanced Courses
S43988,Female,10,Yes,79,68,71,73,88,69,Needs Improvement
S43989,Female,12,Yes,70,80,70,50,83,81,Needs Improvement
S43990,Female,9,Yes,62,51,55,54,59,75,Needs Improvement
S43991,Female,11,Yes,68,60,51,43,66,76,Needs Improvement
S43992,Male,9,No,56,54,45,46,60,68,Needs Improvement
S43993,Male,12,Yes,94,100,98,95,100,87,Eligible for Advanced Courses
S43994,Female,9,Yes,88,82,74,70,88,82,Needs Improvement
S43995,Female,11,Yes,93,100,97,91,100,97,Eligible for Advanced Courses
S43996,Female,10,Yes,74,82,57,70,76,79,Needs Improvement
S43997,Female,9,Yes,74,74,66,68,68,97,Needs Improvement
S43998,Female,10,Yes,79,71,71,66,76,86,Needs Improvement
S43999,Male,11,Yes,59,62,39,61,67,100,Needs Improvement
S44000,Male,10,No,76,78,56,64,80,89,Needs Improvement
S44001,Male,9,No,62,65,56,54,63,100,Needs Improvement
S44002,Male,10,Yes,100,100,92,91,94,92,Eligible for Advanced Courses
S44003,Male,9,Yes,77,80,56,69,65,65,Needs Improvement
S44004,Male,10,Yes,40,43,41,35,64,73,High Risk of Failure
S44005,Male,11,No,66,70,65,62,77,84,Needs Improvement
S44006,Female,9,No,72,76,76,77,93,95,Eligible for Advanced Courses
S44007,Female,10,Yes,80,89,78,76,100,91,Eligible for Advanced Courses
S44008,Male,11,Yes,73,79,80,54,96,93,Eligible for Advanced Courses
S44009,Male,9,No,75,70,73,63,53,78,Needs Improvement
S44010,Male,11,No,64,60,34,45,57,66,Needs Improvement
S44011,Male,9,Yes,76,81,64,47,78,96,Needs Improvement
S44012,Female,10,Yes,69,78,60,66,63,86,Needs Improvement
S44013,Female,11,Yes,59,66,61,71,83,75,Needs Improvement
S44014,Male,10,Yes,55,62,52,57,81,70,Needs Improvement
S44015,Female,9,Yes,66,71,70,47,78,100,Needs Improvement
S44016,Male,12,Yes,69,65,73,73,87,91,Needs Improvement
S44017,Male,11,Yes,86,90,80,72,90,87,Eligible for Advanced Courses
S44018,Male,10,Yes,78,85,85,80,89,97,Eligible for Advanced Courses
S44019,Male,10,Yes,89,83,86,84,77,86,Eligible for Advanced Courses
S44020,Male,11,Yes,69,61,79,63,77,93,Needs Improvement
S44021,Female,12,Yes,70,73,67,69,70,78,Needs Improvement
S44022,Male,12,Yes,80,88,81,91,88,90,Eligible for Advanced Courses
S44023,Male,10,Yes,51,44,36,30,50,77,High Risk of Failure
S44024,Female,10,Yes,69,70,50,61,79,73,Needs Improvement
S44025,Male,9,No,74,76,72,71,83,86,Eligible for Advanced Courses
S44026,Male,11,Yes,97,91,83,81,97,78,Needs Improvement
S44027,Male,10,Yes,63,71,64,62,63,82,Needs Improvement
S44028,Male,12,Yes,80,91,84,71,81,91,Eligible for Advanced Courses
S44029,Male,10,Yes,80,66,66,74,78,94,Needs Improvement
S44030,Male,10,Yes,73,58,67,57,82,72,Needs Improvement
S44031,Male,10,Yes,70,66,62,66,80,81,Needs Improvement
S44032,Female,12,Yes,90,84,83,77,73,94,Eligible for Advanced Courses
S44033,Male,9,No,62,69,76,65,81,98,Needs Improvement
S44034,Female,12,No,41,33,33,40,35,83,High Risk of Failure
S44035,Female,12,Yes,91,85,84,74,95,88,Eligible for Advanced Courses
S44036,Male,11,No,78,57,53,59,95,94,Needs Improvement
S44037,Male,9,No,55,56,54,60,57,72,Needs Improvement
S44038,Male,12,Yes,86,86,79,58,79,80,Needs Improvement
S44039,Male,11,Yes,65,82,80,85,74,90,Eligible for Advanced Courses
S44040,Male,11,Yes,71,70,66,55,60,76,Needs Improvement
S44041,Male,10,Yes,94,100,100,95,100,86,Eligible for Advanced Courses
S44042,Female,9,Yes,81,66,56,67,83,80,Needs Improvement
S44043,Female,9,Yes,52,58,50,51,46,79,Needs Improvement
S44044,Male,9,Yes,58,60,53,47,53,78,Needs Improvement
S44045,Female,12,Yes,48,61,44,42,58,90,Needs Improvement
S44046,Female,9,Yes,64,77,75,78,67,81,Needs Improvement
S44047,Female,12,Yes,59,59,57,42,62,86,Needs Improvement
S44048,Male,10,Yes,70,77,68,71,98,88,Eligible for Advanced Courses
S44049,Female,10,No,67,64,61,56,81,78,Needs Improvement
S44050,Female,12,Yes,61,62,57,57,68,89,Needs Improvement
S44051,Female,9,Yes,57,57,58,51,52,77,Needs Improvement
S44052,Male,9,Yes,45,45,31,42,53,89,High Risk of Failure
S44053,Female,9,Yes,98,100,89,86,100,68,Needs Improvement
S44054,Male,10,Yes,87,80,82,94,94,90,Eligible for Advanced Courses
S44055,Male,11,No,51,50,51,57,73,89,Needs Improvement
S44056,Male,9,Yes,62,59,53,48,62,75,Needs Improvement
S44057,Female,11,Yes,63,66,50,62,67,85,Needs Improvement
S44058,Male,11,Yes,36,35,30,30,46,95,High Risk of Failure
S44059,Male,10,Yes,68,71,67,66,65,85,Needs Improvement
S44060,Male,12,Yes,99,92,89,79,92,70,Needs Improvement
S44061,Female,12,Yes,72,68,60,69,70,77,Needs Improvement
S44062,Female,10,Yes,86,77,79,73,86,95,Eligible for Advanced Courses
S44063,Female,11,Yes,58,73,64,61,71,91,Needs Improvement
S44064,Male,12,Yes,91,98,80,94,85,100,Eligible for Advanced Courses
S44065,Female,9,Yes,80,68,78,74,87,84,Needs Improvement
S44066,Male,9,No,39,39,30,35,31,93,High Risk of Failure
S44067,Female,9,Yes,64,59,54,60,72,75,Needs Improvement
